iter,assign_ms,update_ms,total_ms
0,291.404,5.31751,296.722
1,291.699,4.92785,296.626
2,291.601,4.94982,296.551
3,290.168,5.19797,295.366
4,288.668,4.80763,293.475
5,289.036,4.80383,293.839
6,286,4.80863,290.809
7,289.223,4.72589,293.949
8,289.42,4.86416,294.284
9,285.605,4.55617,290.161
