iter,assign_ms,update_ms,total_ms
0,288.891,5.32148,294.212
1,288.448,4.71876,293.167
2,288.797,5.03402,293.831
3,286.635,5.09206,291.727
4,287.611,5.2128,292.824
5,290.683,4.81493,295.497
6,287.665,4.88076,292.545
7,289.073,4.82494,293.898
8,289.213,4.78674,293.999
9,289.315,4.68109,293.996
