iter,assign_ms,update_ms,total_ms
0,16.8373,2.23061,19.0679
1,16.4897,2.0841,18.5738
2,16.4371,2.08406,18.5212
3,16.4517,2.068,18.5197
4,16.4448,2.05814,18.503
5,16.4561,2.06386,18.52
6,16.4241,2.06791,18.492
7,16.4341,2.08608,18.5202
8,16.4436,2.06609,18.5097
9,16.4324,2.07327,18.5057
