iter,assign_ms,update_ms,total_ms
0,290.659,4.88764,295.547
1,289.194,5.43138,294.626
2,286.376,4.90494,291.281
3,285.653,5.21942,290.872
4,285.592,5.11543,290.707
5,286.522,4.71392,291.236
6,287.921,4.81258,292.733
7,290.963,4.85501,295.818
8,291.563,4.69539,296.259
9,291.068,4.87667,295.945
