iter,assign_ms,update_ms,total_ms
0,292.61,4.90876,297.519
1,291.122,4.83114,295.954
2,291.413,4.77922,296.192
3,292.602,4.64909,297.251
4,292.962,5.26562,298.228
5,291.787,4.82932,296.616
6,293.495,4.6574,298.153
7,292.319,4.77948,297.098
8,291.743,4.938,296.681
9,291.677,4.63786,296.314
