iter,assign_ms,update_ms,total_ms
0,289.668,4.96198,294.63
1,290.431,4.81612,295.247
2,290.911,4.87272,295.784
3,291.62,5.23259,296.852
4,292.955,5.25396,298.209
5,290.998,5.28747,296.286
6,287.34,5.22162,292.562
7,289.74,4.82166,294.561
8,292.079,5.40819,297.487
9,290.755,4.88452,295.639
