iter,assign_ms,update_ms,total_ms
0,17.6132,2.16959,19.7828
1,17.1472,2.08632,19.2335
2,17.1027,2.06336,19.1661
3,17.1207,2.07315,19.1938
4,17.1246,2.11263,19.2372
5,17.1264,2.08505,19.2114
6,17.1166,2.07275,19.1894
7,17.1038,2.07425,19.178
8,17.1208,2.07252,19.1933
9,17.1488,2.09416,19.243
