iter,assign_ms,update_ms,total_ms
0,17.6313,2.2352,19.8665
1,17.1199,2.10318,19.2231
2,17.151,2.12258,19.2736
3,17.1335,2.15837,19.2919
4,17.0999,2.09946,19.1994
5,17.1225,2.19871,19.3213
6,17.1347,2.12073,19.2554
7,17.1591,2.09702,19.2561
8,17.1813,2.11128,19.2925
9,17.0909,2.1088,19.1997
