iter,assign_ms,update_ms,total_ms
0,17.6971,2.23775,19.9349
1,17.7652,2.15879,19.924
2,17.3329,2.10969,19.4426
3,17.4543,2.10757,19.5618
4,17.5505,2.10924,19.6597
5,17.3331,2.10293,19.4361
6,17.4146,2.12795,19.5425
7,17.7282,2.29216,20.0203
8,17.2762,2.11501,19.3912
9,17.2953,2.09996,19.3952
