iter,assign_ms,update_ms,total_ms
0,319.585,4.77004,324.355
1,320.818,5.07726,325.895
2,321.164,4.68302,325.847
3,320.917,4.58065,325.497
4,319.849,4.65761,324.507
5,319.783,4.64788,324.431
6,318.419,4.65928,323.078
7,319.684,4.64783,324.332
8,319.763,4.60721,324.371
9,320.467,4.80861,325.276
