iter,assign_ms,update_ms,total_ms
0,317.015,4.67691,321.691
1,317.143,4.73725,321.88
2,318.743,5.10713,323.85
3,319.232,4.57832,323.81
4,319.048,5.01797,324.066
5,317.631,5.15277,322.784
6,318.186,4.68094,322.867
7,319.505,5.10818,324.613
8,318.491,5.12968,323.62
9,318.558,5.56301,324.121
