iter,assign_ms,update_ms,total_ms
0,321.127,5.60253,326.73
1,320.964,4.61887,325.583
2,320.644,4.69099,325.335
3,320.884,5.06322,325.947
4,321.556,5.17349,326.729
5,318.421,4.81782,323.239
6,317.244,4.69904,321.943
7,318.497,4.76093,323.258
8,320.833,4.81093,325.644
9,319.75,4.64195,324.392
