iter,assign_ms,update_ms,total_ms
0,319.005,4.92919,323.934
1,320.352,4.63752,324.989
2,319.886,4.76267,324.649
3,317.374,4.62832,322.003
4,319.532,4.73317,324.265
5,320.975,4.73278,325.708
6,319.349,4.50103,323.85
7,318.278,4.51072,322.788
8,319.845,4.73452,324.579
9,319.435,4.69983,324.135
