iter,assign_ms,update_ms,total_ms
0,316.431,4.87632,321.307
1,317.323,4.91399,322.237
2,318.771,5.20496,323.976
3,315.045,4.72712,319.772
4,320.557,5.39172,325.948
5,319.159,4.64139,323.801
6,317.916,4.4956,322.411
7,317.104,4.7221,321.826
8,318.303,4.84619,323.15
9,318.13,4.89174,323.022
