iter,assign_ms,update_ms,total_ms
0,319.306,5.0346,324.341
1,317.724,5.03043,322.755
2,316.541,4.82278,321.363
3,318.184,5.19327,323.377
4,319.567,4.62245,324.19
5,317.935,4.94954,322.884
6,317.15,5.07007,322.22
7,320.281,5.0561,325.337
8,316.612,4.79007,321.402
9,318.363,4.86471,323.227
