iter,assign_ms,update_ms,total_ms
0,21.6045,2.33714,23.9417
1,21.5629,2.24629,23.8092
2,21.7345,2.28921,24.0237
3,21.4712,2.23658,23.7078
4,21.2411,2.41478,23.6559
5,21.3278,2.33634,23.6641
6,21.2435,2.41571,23.6592
7,21.2956,2.33387,23.6295
8,21.2671,2.35141,23.6185
9,21.2409,2.34786,23.5888
