iter,assign_ms,update_ms,total_ms
0,21.764,2.31453,24.0785
1,21.3834,2.21082,23.5942
2,21.2165,2.20093,23.4174
3,21.4095,2.40668,23.8162
4,21.3099,2.3768,23.6867
5,21.2284,2.4056,23.634
6,21.4493,2.40251,23.8518
7,21.3647,2.45905,23.8237
8,21.376,2.53648,23.9125
9,21.313,2.55695,23.87
