iter,assign_ms,update_ms,total_ms
0,322.027,4.82697,326.854
1,319.976,4.87893,324.855
2,320.085,4.53762,324.622
3,320.624,4.72367,325.348
4,321.774,4.67015,326.444
5,322.448,4.5987,327.047
6,321.79,4.69975,326.489
7,322.454,4.62124,327.075
8,323.321,4.6737,327.994
9,321.482,4.65467,326.137
