iter,assign_ms,update_ms,total_ms
0,22.0435,2.52905,24.5726
1,21.3814,2.57457,23.9559
2,21.3338,2.47538,23.8092
3,21.3898,2.44818,23.838
4,21.3785,2.3952,23.7737
5,21.449,2.36933,23.8183
6,21.2702,2.4839,23.7541
7,21.3846,2.43347,23.8181
8,21.3443,2.51917,23.8634
9,21.3133,2.52511,23.8384
