iter,assign_ms,update_ms,total_ms
0,21.7404,2.29632,24.0368
1,21.8028,2.46202,24.2648
2,21.6787,2.26816,23.9469
3,21.5862,2.29548,23.8817
4,21.8486,2.32747,24.1761
5,21.6602,2.27271,23.9329
6,21.4224,2.27348,23.6959
7,21.5069,2.43234,23.9392
8,21.6053,2.47165,24.0769
9,21.6556,2.36427,24.0199
