iter,assign_ms,update_ms,total_ms
0,319.958,4.6853,324.643
1,321.026,4.62395,325.65
2,321.526,4.5316,326.057
3,320.171,4.51758,324.689
4,321.737,4.62498,326.362
5,321.762,4.4985,326.26
6,321.12,4.68283,325.802
7,321.318,4.52666,325.845
8,321.888,4.60237,326.49
9,321.514,4.74004,326.254
