iter,assign_ms,update_ms,total_ms
0,321.738,4.80313,326.541
1,321.355,4.55781,325.912
2,322.789,4.72591,327.515
3,321.938,4.77545,326.713
4,322.291,4.74131,327.032
5,322.55,4.78009,327.33
6,322.814,4.58042,327.394
7,322.187,4.67197,326.859
8,319.155,4.5559,323.711
9,322.129,4.73705,326.866
