iter,assign_ms,update_ms,total_ms
0,320.368,4.53358,324.902
1,320.904,4.71278,325.617
2,326.614,4.54482,331.159
3,324.654,4.65067,329.304
4,320.868,4.53236,325.4
5,320.154,4.63455,324.789
6,320.59,4.62564,325.215
7,321.129,4.3898,325.519
8,321.166,4.71604,325.882
9,319.894,4.70688,324.601
