iter,assign_ms,update_ms,total_ms
0,21.5343,2.33938,23.8737
1,21.4225,2.26035,23.6829
2,21.2984,2.24046,23.5389
3,21.5036,2.40279,23.9064
4,21.2947,2.34551,23.6402
5,21.3709,2.31149,23.6824
6,21.3205,2.34171,23.6622
7,21.4884,2.32121,23.8096
8,21.2153,2.32317,23.5384
9,21.2311,2.29206,23.5232
