iter,assign_ms,update_ms,total_ms
0,321.949,4.77259,326.721
1,321.173,4.80664,325.98
2,321.334,4.62709,325.961
3,322.468,4.69834,327.166
4,321.988,4.58917,326.577
5,320.892,4.6535,325.546
6,321.379,4.69975,326.078
7,321.691,4.66295,326.354
8,320.952,4.70866,325.66
9,321.636,4.61422,326.25
