iter,assign_ms,update_ms,total_ms
0,312.7,4.94363,317.644
1,312.356,5.19361,317.549
2,312.376,4.74199,317.118
3,312.83,4.93576,317.766
4,313.764,4.9292,318.693
5,313.285,5.04429,318.33
6,312.81,4.85388,317.664
7,313.007,4.88994,317.897
8,313.587,4.62295,318.21
9,313.928,4.49789,318.426
