iter,assign_ms,update_ms,total_ms
0,312.171,4.99243,317.163
1,313.339,4.98095,318.32
2,313.717,4.84401,318.561
3,312.884,4.67381,317.558
4,313.666,4.97812,318.644
5,312.839,5.0823,317.921
6,312.511,4.94419,317.455
7,313.672,5.4384,319.11
8,313.19,5.36526,318.555
9,314.061,4.80223,318.863
