iter,assign_ms,update_ms,total_ms
0,312.832,4.82899,317.661
1,312.356,4.85435,317.21
2,313.735,4.50813,318.243
3,313.258,4.73663,317.994
4,313.863,4.62812,318.491
5,313.064,4.99154,318.055
6,312.477,4.89837,317.375
7,312.562,4.62992,317.192
8,313.649,4.67541,318.324
9,312.134,4.67765,316.812
