iter,assign_ms,update_ms,total_ms
0,16.8616,2.21425,19.0759
1,16.4671,2.1122,18.5793
2,16.4477,2.13491,18.5826
3,16.4342,2.12424,18.5584
4,16.4047,2.10049,18.5052
5,16.4949,2.10896,18.6039
6,16.2684,2.10028,18.3687
7,16.2701,2.10878,18.3789
8,16.2564,2.10986,18.3662
9,16.2781,2.09421,18.3723
