iter,assign_ms,update_ms,total_ms
0,286.119,5.03868,291.158
1,287.302,4.85372,292.156
2,286.681,4.65796,291.339
3,286.901,4.66036,291.561
4,286.483,4.82499,291.308
5,286.969,4.78909,291.758
6,286.635,4.70476,291.34
7,287.015,4.64875,291.663
8,287.143,4.68597,291.829
9,286.365,4.80102,291.166
