iter,assign_ms,update_ms,total_ms
0,17.0411,2.18694,19.2281
1,16.493,2.11813,18.6111
2,16.5176,2.09031,18.6079
3,17.7933,2.10437,19.8976
4,16.6513,2.07454,18.7259
5,17.9051,2.09641,20.0016
6,16.9836,2.10807,19.0916
7,16.5118,2.11386,18.6257
8,16.4846,2.10474,18.5894
9,16.498,2.09321,18.5913
