iter,assign_ms,update_ms,total_ms
0,17.3228,2.25874,19.5816
1,16.4636,2.09869,18.5623
2,16.4994,2.10354,18.6029
3,16.451,2.10179,18.5528
4,16.7592,2.11083,18.87
5,16.4678,2.11959,18.5874
6,16.4605,2.14354,18.6041
7,16.3003,2.08779,18.3881
8,16.5046,2.09031,18.5949
9,16.5461,2.11046,18.6565
