iter,assign_ms,update_ms,total_ms
0,16.577,2.22132,18.7983
1,16.4739,2.10877,18.5826
2,16.2918,2.10692,18.3987
3,16.2938,2.09619,18.39
4,16.302,2.0959,18.3979
5,16.4389,2.15897,18.5978
6,16.4635,2.12334,18.5868
7,16.4806,2.10906,18.5897
8,16.4678,2.10626,18.5741
9,16.4822,2.1267,18.6089
