iter,assign_ms,update_ms,total_ms
0,216.104,5.03199,221.136
1,214.658,5.19044,219.849
2,213.502,5.05123,218.554
3,216.741,4.85544,221.596
4,216.96,4.9094,221.87
5,216.7,4.98107,221.681
6,216.911,4.85543,221.766
7,216.716,5.70887,222.425
8,216.502,4.83624,221.339
9,216.988,4.75425,221.742
