iter,assign_ms,update_ms,total_ms
0,215.618,4.87078,220.489
1,215.159,4.7252,219.885
2,214.002,4.73061,218.733
3,216.724,4.76856,221.492
4,217.121,4.84465,221.966
5,216.662,4.78013,221.442
6,216.82,5.20611,222.026
7,216.963,4.92184,221.885
8,216.62,4.7315,221.351
9,216.523,4.77702,221.3
