iter,assign_ms,update_ms,total_ms
0,215.687,4.86014,220.547
1,214.618,4.75469,219.372
2,213.742,4.47675,218.219
3,216.793,4.54506,221.338
4,217.199,4.81178,222.011
5,216.97,5.12148,222.092
6,217.16,4.76038,221.92
7,216.619,4.65302,221.272
8,216.938,4.63265,221.571
9,216.478,4.75827,221.236
