iter,assign_ms,update_ms,total_ms
0,15.5305,2.21129,17.7418
1,16.6934,2.06631,18.7597
2,16.7621,2.06243,18.8245
3,17.1143,2.07699,19.1913
4,17.2655,2.06629,19.3318
5,17.5634,2.07267,19.6361
6,17.908,2.08602,19.994
7,17.9345,2.06095,19.9954
8,18.0065,2.1025,20.109
9,18.0147,2.06337,20.078
