iter,assign_ms,update_ms,total_ms
0,22.4772,2.21139,24.6886
1,24.7329,2.09919,26.8321
2,24.8807,2.09312,26.9738
3,25.0911,2.10214,27.1932
4,25.4236,2.08721,27.5108
5,25.868,2.09068,27.9587
6,26.1112,2.17618,28.2874
7,26.1164,2.08104,28.1974
8,26.1006,2.09905,28.1997
9,26.0789,2.09,28.1689
