iter,assign_ms,update_ms,total_ms
0,350.27,4.76044,355.03
1,350.092,4.60995,354.702
2,350.675,5.04599,355.721
3,352.236,4.5478,356.784
4,350.344,4.62305,354.967
5,350.51,4.53026,355.04
6,350.641,4.42546,355.066
7,350.323,4.86158,355.185
8,351.626,5.15482,356.781
9,350.605,4.82565,355.43
