iter,assign_ms,update_ms,total_ms
0,15.534,2.21166,17.7456
1,16.2139,2.09169,18.3056
2,16.7461,2.07327,18.8193
3,17.0917,2.08759,19.1793
4,17.2706,2.08232,19.3529
5,17.5775,2.07103,19.6485
6,17.8846,2.09138,19.976
7,17.92,2.09357,20.0136
8,17.9135,2.08874,20.0023
9,17.9453,2.09082,20.0361
