iter,assign_ms,update_ms,total_ms
0,15.6875,2.15033,17.8378
1,16.5051,2.08856,18.5937
2,16.7556,2.11457,18.8702
3,17.1645,2.1016,19.2661
4,17.3469,2.08461,19.4315
5,17.7157,2.07389,19.7896
6,17.8811,2.09717,19.9783
7,18.1685,2.08308,20.2516
8,17.9306,2.13735,20.068
9,17.9598,2.3436,20.3035
