iter,assign_ms,update_ms,total_ms
0,15.5643,2.16492,17.7292
1,16.2452,2.0898,18.335
2,16.7598,2.07642,18.8362
3,17.1191,2.08885,19.208
4,17.3396,2.06724,19.4068
5,17.5689,2.08913,19.658
6,17.8702,2.08312,19.9533
7,17.9432,2.07433,20.0175
8,17.9264,2.07593,20.0024
9,17.929,2.08652,20.0156
