iter,assign_ms,update_ms,total_ms
0,15.937,2.18295,18.12
1,16.2486,2.12151,18.3701
2,16.7527,2.07763,18.8304
3,17.0963,2.07761,19.1739
4,17.2376,2.08164,19.3192
5,17.6904,2.09073,19.7812
6,17.8523,2.10217,19.9545
7,18.0019,2.08944,20.0913
8,17.9387,2.10765,20.0464
9,17.9176,2.10118,20.0187
