iter,assign_ms,update_ms,total_ms
0,215.897,4.95849,220.855
1,214.501,4.84497,219.346
2,213.652,4.7474,218.399
3,216.288,4.52874,220.816
4,216.816,4.68488,221.501
5,216.826,4.62341,221.45
6,216.879,4.68983,221.569
7,217.004,4.58823,221.592
8,216.704,4.58506,221.289
9,216.861,5.01878,221.879
