iter,assign_ms,update_ms,total_ms
0,215.658,4.93356,220.591
1,214.83,4.61019,219.44
2,213.664,5.04701,218.711
3,216.437,4.97441,221.411
4,216.761,4.89443,221.655
5,217.354,5.10088,222.455
6,216.748,4.78996,221.538
7,216.708,4.72272,221.43
8,216.785,4.88558,221.671
9,216.442,4.88299,221.325
