iter,assign_ms,update_ms,total_ms
0,215.694,4.86729,220.561
1,214.654,4.6211,219.275
2,213.88,4.69743,218.578
3,216.326,4.63633,220.962
4,217.262,5.05964,222.321
5,216.952,5.15756,222.109
6,216.964,4.97213,221.936
7,217.178,4.94021,222.118
8,216.672,4.54039,221.212
9,216.693,4.81953,221.512
