iter,assign_ms,update_ms,total_ms
0,22.6659,2.26305,24.9289
1,24.7532,2.23242,26.9857
2,25.6065,2.09721,27.7037
3,25.148,2.15409,27.3021
4,25.4184,2.09574,27.5141
5,25.8986,2.07931,27.9779
6,26.1179,2.12708,28.245
7,26.1063,2.11379,28.2201
8,26.1144,2.09219,28.2066
9,26.1479,2.12834,28.2762
