iteration,assign_ms,update_ms,total_ms
1,5499.901558,48.290164,5548.193542
2,5513.213266,193.747213,5706.974990
3,5475.418677,67.107742,5542.536612
4,5566.934917,58.361580,5625.298840
5,5458.102243,84.901561,5543.007320
6,5527.422791,59.661327,5587.095087
7,5516.481120,88.560392,5605.045086
8,5532.165121,60.579505,5592.745284
9,5519.795566,52.544420,5572.356440
10,5508.609110,79.047405,5587.656979
