iteration,assign_ms,update_ms,total_ms
1,556.705217,36.740471,593.448243
2,556.688135,33.906815,590.595751
3,556.673578,33.898500,590.573981
4,556.656776,33.855900,590.512936
5,556.661364,33.876389,590.539806
6,556.640195,33.844999,590.485314
7,556.624725,33.826404,590.451541
8,556.665994,33.866459,590.532573
9,556.661615,33.834238,590.496525
10,556.702171,33.902788,590.605069
