iter,assign_ms,update_ms,total_ms
0,18.1931,2.20633,20.3995
1,17.9734,2.15562,20.129
2,17.9108,2.13674,20.0476
3,18.0101,2.10191,20.112
4,17.9921,2.11003,20.1022
5,17.9677,2.11637,20.0841
6,17.9928,2.12447,20.1173
7,17.9919,2.1541,20.1459
8,18.0222,2.12289,20.1451
9,17.9584,2.14444,20.1028
