iter,assign_ms,update_ms,total_ms
0,18.2486,2.21417,20.4628
1,17.9531,2.09985,20.053
2,18.0354,2.12025,20.1556
3,17.9379,2.1064,20.0443
4,18.002,2.10477,20.1068
5,17.8863,2.12496,20.0112
6,18.2991,2.20833,20.5074
7,18.054,2.14192,20.1959
8,18.1557,2.24605,20.4017
9,18.1144,2.15274,20.2672
