iter,assign_ms,update_ms,total_ms
0,329.782,4.88132,334.663
1,329.695,4.83087,334.525
2,327.354,4.94602,332.3
3,327.902,5.06413,332.966
4,329.908,5.38283,335.291
5,329.529,4.82809,334.358
6,328.952,4.83931,333.791
7,329.902,5.12955,335.032
8,329.766,5.22889,334.995
9,327.862,4.81744,332.679
