iter,assign_ms,update_ms,total_ms
0,325.539,4.75684,330.296
1,325.557,4.90456,330.462
2,326.575,4.91185,331.487
3,325.368,4.98137,330.349
4,328.046,5.42594,333.472
5,329.15,5.09553,334.245
6,328.07,4.96845,333.039
7,326.112,4.88932,331.001
8,325.874,4.94129,330.816
9,325.396,5.17251,330.568
