iter,assign_ms,update_ms,total_ms
0,18.1718,2.1882,20.36
1,17.9153,2.11208,20.0274
2,17.9311,2.14919,20.0803
3,17.9333,2.16659,20.0999
4,17.9472,2.10677,20.054
5,17.8924,2.18257,20.075
6,17.9051,2.21789,20.123
7,17.904,2.20791,20.1119
8,17.9616,2.26359,20.2252
9,17.926,2.2393,20.1653
