iter,assign_ms,update_ms,total_ms
0,18.4066,2.37799,20.7846
1,18.0739,2.20401,20.2779
2,17.9124,2.14878,20.0612
3,17.9516,2.14021,20.0918
4,18.0034,2.16624,20.1696
5,17.9399,2.11302,20.0529
6,18.108,2.20805,20.316
7,17.9716,2.15491,20.1265
8,18.0158,2.11754,20.1333
9,18.0577,2.1509,20.2086
