iter,assign_ms,update_ms,total_ms
0,337.27,4.44136,341.712
1,337.947,4.1959,342.143
2,333.639,4.21132,337.85
3,333.531,4.39027,337.921
4,332.84,4.58033,337.42
5,336.298,4.71764,341.015
6,334.334,4.58471,338.918
7,334.545,4.21291,338.758
8,334.476,5.10751,339.583
9,334.268,4.54524,338.814
