iter,assign_ms,update_ms,total_ms
0,14.2352,0.203833,14.439
1,14.0916,0.191833,14.2835
2,14.1662,0.19975,14.366
3,13.7419,0.171417,13.9133
4,14.3762,0.177792,14.554
