iter,assign_ms,update_ms,total_ms
0,19.1696,2.15282,21.3224
1,18.2906,2.18064,20.4712
2,18.1999,2.12883,20.3288
3,19.9922,2.69666,22.6889
4,18.3403,2.2412,20.5815
5,18.5285,2.41993,20.9484
6,19.8585,2.53683,22.3953
7,19.2441,2.55621,21.8003
8,18.3191,2.78834,21.1075
9,18.8982,2.56263,21.4608
