iter,assign_ms,update_ms,total_ms
0,20.3493,2.22887,22.5782
1,18.3885,2.20832,20.5969
2,18.4813,2.39863,20.8799
3,20.0794,2.21775,22.2971
4,18.8801,2.24602,21.1261
5,18.2265,2.33409,20.5605
6,19.8294,2.28852,22.1179
7,18.3646,2.46509,20.8297
8,18.7857,2.42986,21.2156
9,19.8493,2.25754,22.1068
